/* DATA DESCRIPTION:
	Thalassiosira gracilis var. expecta [%] (T. gracilis var. expecta) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira gracilis var. gracilis [%] (T. gracilis var. gracilis) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira gravida [%] (T. gravida) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira lentiginosa [%] (T. lentiginosa) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira lineata [%] (T. lineata) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira oestrupii [%] (T. oestrupii) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira oliverana [%] (T. oliverana) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira spp. [%] (Thalassiosira spp.) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira symmetrica [%] (T. symmetrica) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira trifulta [%] (T. trifulta) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira tumida [%] (T. tumida) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiothrix antarctica/longissima group [%] (T. antarc/long gr) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Diatoms indeterminata [%] (Diatoms indet) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
	Diatoms [#] (Diatoms) * PI: Esper, Oliver (https://orcid.org/0000-0002-4342-3471, oliver.esper@awi.de, http://www.awi.de/en/about-us/organisation/staff/oliver-esper.html) * METHOD/DEVICE: Counting, diatoms
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	4480 data points
*/
Event	Latitude	Longitude	Elevation [m]	Depth sed [m]	A. actinochilus [%]	A. curvatulus [%]	A. marinus [%]	A. hookeri [%]	A. hyalinus [%]	A. parvulus [%]	A. tabularis var. tabularis [%]	A. tabularis var. egregius [%]	Chaetoceros spp. [%]	C. pennatum [%]	E. antarctica [%]	F. curta [%]	F. cylindrus [%]	F. doliolus [%]	F. kerguelensis [%]	F. obliquecostata [%]	F. rhombica [%]	F. ritscheri [%]	F. separanda [%]	F. sublinearis [%]	F. vanheurckii [%]	H. cuneiformis [%]	N. bicapitata [%]	N. directa [%]	N. kolaczeckii [%]	P. pseudodenticulata [%]	P-n turgiduloides [%]	R. antennata f antennata [%]	R. antennata f semispina [%]	R. bergonii [%]	Rhizosolenia sp. [%]	Rhizosolenia spp. [%]	R. tesselata [%]	S. microtrias [%]	S. stellaris [%]	T. nitzschioides f 1 [%]	T. nitzschioides var. capitulata [%]	T. nitzschioides var. lanceolata [%]	T. nitzschioides var. parva [%]	Thalassionema spp. [%]	T. antarctica [%]	T. eccentrica [%]	T. gracilis var. expecta [%]	T. gracilis var. gracilis [%]	T. gravida [%]	T. lentiginosa [%]	T. lineata [%]	T. oestrupii [%]	T. oliverana [%]	Thalassiosira spp. [%]	T. symmetrica [%]	T. trifulta [%]	T. tumida [%]	T. antarc/long gr [%]	Diatoms indet [%]	Diatoms [#]
NBP98-02-3MC2	-66.1400	-169.6300		0	0.86	0.00	0.00	0.21	0.00	0.00	0.64	0.00	0.64	0.00	2.36	0.64	0.00	0.00	73.66	0.00	0.43	0.00	4.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.21	0.00	0.00	0.00	0.00	0.21	3.21	0.00	8.35	0.00	0.00	1.71	0.43	0.00	0.21	0.00	1.28	0.21	467
NBP98-02-4MC1	-64.2000	-170.0800		0	0.43	0.00	0.00	0.00	0.14	0.14	0.85	0.00	0.57	0.00	0.99	1.70	0.00	0.00	74.86	0.00	0.14	0.28	8.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	3.13	0.14	4.69	0.00	0.00	0.28	0.28	0.00	0.28	0.14	1.42	0.14	704
NBP98-02-5MC2	-63.1700	-169.8500		0	0.61	0.00	0.00	0.00	0.00	0.40	0.20	0.00	0.20	0.00	0.61	1.62	0.00	0.00	73.13	0.00	0.00	0.61	5.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.44	0.00	9.90	0.00	0.00	0.61	0.00	0.00	0.00	0.20	1.41	0.00	495
PS75/034-1	-54.3685	-80.0897	-4450	0	0.00	0.21	0.21	0.00	0.00	0.00	4.01	5.70	3.80	0.00	2.53	0.00	0.00	0.00	60.55	0.00	0.00	0.00	0.63	0.00	0.00	0.63	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	1.69	0.00	0.00	0.21	1.05	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.66	0.00	0.42	0.00	2.11	0.00	0.00	0.00	0.63	0.00	474
PS75/049-1	-54.3465	-102.7470	-4482	0	0.00	0.43	0.21	0.21	0.00	0.00	4.90	4.69	2.99	0.00	1.28	0.00	0.00	0.00	58.42	0.00	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00	0.00	0.00	3.20	0.00	0.00	0.21	0.43	0.85	0.00	0.00	0.21	0.00	0.00	0.21	0.00	15.57	0.00	0.64	0.43	1.60	0.00	0.00	0.00	1.07	0.00	469
PS75/051-2	-52.8123	-107.8051	-3977	0	0.00	0.21	0.00	0.00	0.00	0.21	2.76	4.67	4.88	0.00	0.21	0.00	0.00	0.00	59.87	0.00	0.21	0.00	0.21	0.00	0.00	0.85	0.64	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.21	0.00	3.61	0.00	0.00	0.00	0.64	0.21	0.00	0.00	0.00	0.00	0.00	0.64	0.00	15.71	0.00	1.06	0.00	0.74	0.00	0.21	0.00	1.06	0.00	471
PS75/053-1	-60.7692	-115.9799	-5132	0	0.00	0.57	0.00	0.00	0.00	0.19	1.89	0.00	1.70	0.00	2.08	0.00	0.00	0.00	69.00	0.00	0.00	0.00	3.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00	0.00	1.51	0.00	12.29	0.00	0.00	1.32	0.95	0.00	0.38	0.00	2.27	0.00	529
PS75/055-1	-55.1561	-114.7986	-3599	0	0.00	0.20	0.00	0.00	0.00	0.20	0.61	2.83	3.84	0.00	1.62	0.00	0.00	0.00	57.98	0.00	0.00	0.00	1.21	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.20	0.00	1.41	0.00	0.00	0.00	0.81	3.23	0.00	0.00	0.00	0.00	0.00	1.41	0.00	20.00	0.00	0.20	0.61	0.20	0.00	1.01	0.00	1.62	0.00	495
PS75/062-1	-58.2770	-135.6258	-4147	0	0.14	0.00	0.00	0.00	0.00	0.55	0.55	0.00	0.82	0.00	1.10	0.14	0.00	0.00	68.18	0.00	0.55	0.41	7.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.14	0.00	0.14	2.61	0.00	13.17	0.00	0.14	0.82	0.07	0.00	0.27	0.00	1.78	0.00	729
PS75/064-2	-61.0125	-139.4631	-4595	0	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.24	0.00	1.19	0.71	0.00	0.00	66.19	0.00	0.24	0.24	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	4.52	0.00	13.81	0.00	0.00	2.38	0.00	0.00	0.24	0.00	1.90	0.00	420
PS75/065-2	-62.6039	-141.5152	-4488	0	0.00	0.00	0.00	0.00	0.00	0.35	0.35	0.00	0.35	0.00	1.06	3.37	0.00	0.00	73.40	0.00	0.71	0.18	6.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	2.84	0.00	6.38	0.00	0.00	2.48	0.00	0.00	0.18	0.00	0.89	0.00	564
PS75/067-2	-64.9709	-143.8036	-4153	0	0.00	0.00	0.00	0.21	0.00	0.00	1.28	0.00	0.43	0.00	2.34	0.64	0.00	0.00	70.21	0.00	0.00	0.43	2.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.17	0.00	10.85	0.00	0.00	3.40	0.00	0.00	0.00	0.00	0.85	0.00	470
PS75/069-2	-62.2055	-145.6193	-4328	0	0.18	0.18	0.00	0.18	0.00	0.00	0.37	0.00	0.18	0.00	1.47	2.20	0.55	0.00	65.75	0.00	0.92	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.97	0.00	9.16	0.00	0.00	2.93	0.37	0.00	0.00	0.00	0.92	0.18	546
PS75/070-1	-58.5814	-150.0658	-2839	0	0.00	0.00	0.00	0.00	0.00	0.42	0.21	0.00	0.42	0.00	0.42	2.33	0.00	0.00	68.08	0.00	1.90	0.42	9.09	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.81	0.00	10.15	0.00	0.00	0.63	0.11	0.00	0.21	0.00	1.27	0.00	473
PS75/072-3	-57.5599	-151.2193	-3096	0	0.17	0.00	0.00	0.17	0.00	0.66	1.16	0.00	0.50	0.00	1.82	1.32	0.17	0.00	65.51	0.00	0.00	0.33	11.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.33	0.00	0.00	0.00	0.00	0.17	0.00	0.17	0.00	0.00	0.00	0.00	0.17	2.97	0.17	9.90	0.00	0.00	0.50	0.25	0.00	0.50	0.00	1.16	0.00	606
PS75/074-1	-56.2445	-152.6548	-3318	0	0.14	0.29	0.00	0.00	0.14	0.00	0.72	0.14	0.86	0.00	1.00	0.00	0.00	0.00	76.04	0.14	0.14	0.00	5.02	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.00	0.00	0.00	0.00	0.14	2.44	0.00	7.89	0.00	0.00	0.29	0.14	0.00	0.00	0.00	2.73	0.00	697
PS75/076-1	-55.5285	-156.1412	-3745	0	0.00	0.22	0.00	0.00	0.00	0.00	2.23	0.22	3.35	0.00	2.90	0.00	0.00	0.00	65.63	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	3.35	0.00	0.00	0.00	0.00	0.00	2.01	0.00	13.62	0.00	0.45	0.89	0.45	0.00	0.22	0.00	2.46	0.00	448
PS75/080-2	-58.1774	-157.6365	-3870	0	0.00	0.16	0.00	0.00	0.16	0.00	0.81	0.00	0.33	0.00	0.81	0.00	0.00	0.00	82.41	0.16	0.16	0.00	4.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.16	0.00	0.16	0.98	0.00	5.54	0.00	0.00	0.49	0.24	0.00	0.00	0.16	2.12	0.00	614
PS75/082-2	-59.0417	-158.3640	-4004	0	0.23	0.00	0.00	0.47	0.47	0.23	0.47	0.00	0.94	0.00	0.47	0.23	0.00	0.00	76.29	0.00	0.23	0.00	3.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.00	0.00	0.00	1.88	0.00	10.56	0.00	0.00	0.23	0.00	0.00	0.23	0.00	1.88	0.00	426
PS75/084-1	-61.0498	-159.5865	-3313	0	0.17	0.00	0.00	0.00	0.00	1.00	1.17	0.00	0.33	0.00	0.67	1.67	0.00	0.00	67.33	0.00	0.83	0.00	8.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.17	2.50	0.00	12.33	0.00	0.33	0.50	0.00	0.00	0.17	0.17	1.50	0.00	600
PS75/085-2	-61.9394	-160.1192	-3724	0	0.28	0.00	0.00	0.00	0.00	0.42	0.28	0.00	0.42	0.14	0.28	4.06	0.00	0.00	63.45	0.42	2.24	0.00	11.06	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.14	0.28	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	4.34	0.56	7.56	0.00	0.00	0.42	0.07	0.00	0.00	0.00	2.38	0.00	714
PS75/086-1	-64.7441	-161.9041	-4064	0	1.71	0.00	0.00	0.00	0.00	0.00	0.73	0.00	0.98	0.00	0.98	0.49	0.00	0.00	81.71	0.24	0.24	0.00	2.20	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.54	0.00	0.00	0.49	0.24	0.00	0.24	0.00	0.49	0.24	410
PS75/087-2	-66.7879	-163.3249	-4411	0	1.95	0.00	0.00	0.43	0.00	0.65	0.00	0.00	1.52	0.00	1.08	1.08	0.22	0.00	71.86	4.76	0.43	0.00	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00	0.00	5.63	0.00	4.11	0.00	0.00	0.87	0.00	0.00	0.43	0.22	1.08	1.73	462
PS75/088-3	-68.7303	-164.8013	-3849	0	0.96	0.00	0.00	0.00	0.00	0.24	0.00	0.00	2.39	0.00	0.48	2.15	0.00	0.00	72.49	1.20	0.24	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.48	2.63	0.00	8.37	0.00	0.00	0.24	0.12	0.00	0.24	0.00	2.39	0.00	418
PS75/089-6	-67.0830	-165.5416	-4121	0	1.72	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.99	0.00	1.48	1.23	0.00	0.00	76.60	1.72	0.74	0.00	2.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.25	0.99	0.00	8.87	0.00	0.00	0.00	0.37	0.00	0.25	0.00	0.74	0.00	406
PS75/090-6	-65.4110	-166.1554	-3480	0	0.68	0.00	0.00	0.00	0.00	0.23	0.23	0.00	1.36	0.00	2.04	2.49	0.00	0.00	77.15	0.68	0.00	0.23	2.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	2.04	0.00	7.47	0.00	0.00	0.68	0.11	0.00	0.00	0.00	1.58	0.00	442
PS75/091-6	-63.6938	-169.0747	-2944	0	0.23	0.00	0.00	0.00	0.00	0.12	0.35	0.00	0.69	0.12	1.16	3.36	0.00	0.00	73.03	0.35	1.50	0.00	9.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.12	3.59	0.00	4.05	0.00	0.00	0.12	0.06	0.00	0.00	0.00	0.69	0.12	864
PS75/092-1	-60.6673	-169.5017	-3833	0	0.00	0.88	0.00	0.22	0.44	0.00	0.88	0.00	0.44	0.00	1.10	0.44	0.00	0.00	70.61	0.00	0.88	0.00	5.92	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.22	0.00	0.00	1.75	0.00	10.31	0.00	0.44	1.10	0.11	0.00	0.22	0.00	2.19	0.00	456
PS75/094-3	-61.8224	-169.7407	-3274	0	0.58	0.00	0.00	0.00	0.00	0.39	0.97	0.00	0.39	0.00	0.58	0.78	0.00	0.00	74.76	0.39	0.19	0.00	5.44	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.19	0.00	0.00	2.14	0.00	9.71	0.00	0.00	1.17	0.19	0.00	0.19	0.00	1.17	0.00	515
PS75/095-6	-57.0196	-174.4311	-4857	0	0.21	0.21	0.00	0.00	0.00	0.21	1.91	1.91	2.13	0.00	2.55	0.21	0.00	0.00	61.06	0.21	0.21	0.00	3.62	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	1.28	0.00	0.00	0.21	0.00	0.00	0.00	0.00	19.15	0.00	0.21	0.85	0.43	0.00	0.00	0.00	2.13	0.00	470
PS75/097-5	-59.7004	-171.3575	-4675	0	0.22	0.44	0.00	0.22	0.00	0.44	1.74	0.44	1.96	0.00	2.61	0.00	0.00	0.00	67.10	0.00	0.22	0.00	0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.22	0.00	3.05	0.00	0.00	0.22	0.00	0.44	0.22	0.00	14.60	0.00	0.22	1.31	0.22	0.00	0.00	0.00	2.83	0.00	459
PS75/098-6	-52.9663	-179.0096	-5187	0	0.00	0.00	0.00	0.00	0.00	0.47	1.41	0.47	0.70	0.00	1.88	0.00	0.00	0.00	78.87	0.00	0.23	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.23	0.00	0.00	0.47	0.00	11.03	0.00	0.23	0.47	0.47	0.00	0.00	0.00	0.70	0.00	426
PS69/269-1	-73.2193	-115.5770	-850	0	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.77	0.00	8.21	47.83	1.21	0.00	0.48	0.24	0.00	0.97	0.00	0.24	4.35	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	8.94	0.00	0.48	0.72	0.00	0.24	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	1.69	414
PS69/272-3	-73.8921	-118.4783	-1576	0	0.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.14	0.00	10.81	54.05	2.03	0.00	0.45	1.80	0.00	0.45	0.00	1.80	4.28	0.00	0.00	0.23	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	6.31	0.00	0.23	1.35	0.00	0.00	0.00	0.00	0.00	3.60	0.00	0.00	0.00	0.23	0.68	444
PS69/275-2	-73.8886	-117.5484	-1517	0	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.76	0.00	5.92	50.00	2.85	0.00	0.88	1.97	0.44	0.00	0.00	1.10	2.63	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.22	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	7.46	0.00	0.66	1.32	0.00	0.22	0.00	0.00	0.00	3.73	0.00	0.22	0.00	0.00	1.32	456
PS69/283-5	-72.7644	-115.3770	-612	0	1.28	0.00	0.00	0.00	0.00	0.51	0.00	0.00	11.79	0.00	10.26	51.03	4.87	0.00	2.31	2.56	0.00	0.00	0.00	0.00	4.87	0.00	0.00	0.00	0.00	0.26	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	5.13	0.00	0.51	0.77	0.00	0.51	0.00	0.00	0.26	0.77	0.00	0.00	0.00	0.00	1.54	390
PS69/288-1	-74.4153	-102.9935	-773	0	2.07	0.00	0.00	0.00	0.00	0.56	0.00	0.00	33.08	0.00	4.89	27.63	2.63	0.00	0.94	1.88	0.00	0.00	0.00	0.00	5.64	0.00	0.00	0.00	0.00	0.38	0.56	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	9.40	0.00	0.38	0.94	0.00	0.38	0.00	0.00	0.00	4.70	0.00	0.00	0.00	0.00	2.82	532
PS69/297-1	-74.0798	-103.6676	-481	0	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.12	0.00	5.49	55.10	6.67	0.00	0.59	3.73	1.18	0.00	0.00	0.78	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.78	0.00	0.00	0.00	0.00	0.20	0.59	0.00	0.00	0.00	0.00	1.37	510
PS67/182-2	-60.7924	-45.4941	-363	0	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	97.44	0.00	0.00	0.48	0.48	0.00	0.14	0.07	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.28	0.00	0.07	0.14	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	1446
PS67/185-1	-59.5850	-38.0967	-2944	0	0.97	0.00	0.00	0.00	0.00	0.24	0.00	0.00	24.40	0.00	1.69	4.35	1.21	0.00	38.16	0.24	0.24	0.00	3.38	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	3.86	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	2.90	0.24	11.11	0.00	0.00	0.72	0.24	0.00	0.48	0.24	2.42	0.00	414
PS67/197-4	-55.1432	-44.0941	-3822	0	0.44	0.00	0.00	0.22	0.00	0.00	0.44	0.00	12.91	0.00	3.28	1.75	0.22	0.00	52.08	0.00	0.00	0.22	6.78	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.22	0.00	1.09	0.00	0.00	0.00	0.00	0.00	0.00	0.66	0.00	0.22	0.00	0.00	0.00	0.00	0.00	6.56	0.44	7.66	0.00	0.00	0.66	0.66	0.00	0.44	0.00	1.97	0.00	457
PS67/205-4	-56.7013	-43.3606	-3787	0	0.36	0.00	0.00	0.18	0.00	0.72	0.54	0.00	14.16	0.00	1.97	2.51	0.00	0.00	40.14	0.00	0.00	0.00	8.06	0.18	0.00	0.00	0.00	0.18	0.00	0.18	0.18	0.18	2.69	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.18	5.02	0.72	15.23	0.00	0.00	1.25	0.36	0.00	0.54	0.36	2.69	0.00	558
PS67/206-3	-57.4077	-43.4621	-3220	0	0.46	0.00	0.00	0.00	0.00	0.93	0.23	0.00	13.43	0.00	1.16	1.85	0.23	0.00	43.75	0.00	0.00	0.46	9.26	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	3.47	0.46	0.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.46	3.94	1.39	10.88	0.00	0.00	0.69	0.69	0.00	0.23	0.46	2.55	0.00	432
PS67/219-3	-57.2210	-42.4678	-3617	0	0.90	0.00	0.00	0.00	0.00	0.22	0.67	0.00	14.35	0.00	1.12	2.69	0.22	0.00	47.09	0.45	0.00	0.22	10.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.22	3.36	0.00	0.22	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	3.81	0.00	8.30	0.00	0.00	0.45	0.45	0.00	0.22	0.45	2.47	0.00	446
PS67/224-3	-57.9444	-44.1956	-2867	0	0.40	0.00	0.00	0.20	0.00	0.40	0.40	0.00	15.56	0.00	1.62	2.02	0.40	0.00	46.26	0.20	0.00	1.21	8.08	0.20	0.00	0.00	0.00	0.40	0.00	0.20	0.20	0.00	4.65	0.00	0.40	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	3.43	0.20	8.48	0.00	0.00	0.40	0.61	0.00	0.61	0.20	2.63	0.00	495
GeoB6403-4	-40.0133	-23.3652	-4226	0	0.00	2.22	5.65	0.00	0.00	0.00	0.00	3.02	15.12	0.00	0.40	0.00	0.00	20.56	10.89	0.00	0.00	0.00	0.20	0.00	0.00	1.81	0.20	0.00	0.20	0.00	0.00	0.00	0.20	0.00	0.00	0.00	1.01	0.00	0.20	0.20	0.00	0.00	4.64	0.20	0.00	1.81	0.00	0.20	0.00	1.41	0.81	4.84	0.00	21.77	0.40	0.00	0.00	1.01	0.00	496
